id_genre,id_artiste
hip hop,3umXlcgiDTcCRkvPVobeJc
pop,3umXlcgiDTcCRkvPVobeJc
hip hop,17pbOSPIn3lmY0vHhOlKGL
pop,17pbOSPIn3lmY0vHhOlKGL
rock,1CD5WWtF6AFUq6BTY20I4k
hip hop,6ltKIf1bortd0DQbpgKdQu
hip hop,78u2puZeKJRYIfNHkx2Jdh
pop,0T0COcAFHD9oZ704HbZr2A
hip hop,2JQK9mzxqKz16lSgICHDTx
trap,2JQK9mzxqKz16lSgICHDTx
rap,2JQK9mzxqKz16lSgICHDTx
pop,72UMGUwvrkXSesefytfLWy
hip hop,2PEMswqQspTSsAltdeF5kO
drill,2PEMswqQspTSsAltdeF5kO
hip hop,0hk4xVujcyOr6USD95wcWb
trap,0hk4xVujcyOr6USD95wcWb
rap,0hk4xVujcyOr6USD95wcWb
pop,25u1DN0MwQVSav4XoJS7hl
rap,25u1DN0MwQVSav4XoJS7hl
pop,1A6HBLulvBFzNtlMb7b08f
pop,4rj3KWaLAnuxgtMMkypZhf
pop,7GacyaFUp0qkEJglERX9N7
pop,396Jr76018oUMR6QBnqT8T
hip hop,0lI3rF4hi4op6UxqlLHPzv
pop,0lI3rF4hi4op6UxqlLHPzv
hip hop,3yGA8yyowtKVXgNIXguMfz
rap,3yGA8yyowtKVXgNIXguMfz
hip hop,27LlKWxS3KXW7RRAxN5S8s
pop,27LlKWxS3KXW7RRAxN5S8s
trap,27LlKWxS3KXW7RRAxN5S8s
rap,27LlKWxS3KXW7RRAxN5S8s
hip hop,7K80yOTC0Id95gRaOxDG5u
pop,7K80yOTC0Id95gRaOxDG5u
hip hop,4w9mPW732RnZkoqsy3lRsg
hip hop,0jdNdfi4vAuVi7a6cPDFBM
pop,0jdNdfi4vAuVi7a6cPDFBM
trap,0jdNdfi4vAuVi7a6cPDFBM
rap,0jdNdfi4vAuVi7a6cPDFBM
hip hop,0EUR8jz8L936AEbV2Spkca
pop,6RdcIWVKYYzNzjQRd3oyHS
hip hop,76UCIJTB0jcJvBaL0CdIqx
pop,76UCIJTB0jcJvBaL0CdIqx
hip hop,3wDn3kW2zDRLnaQAnX0S3x
rap,3wDn3kW2zDRLnaQAnX0S3x
hip hop,2pzFTbri7ew8mW2CbYpCNq
pop,35V1WomiedCJeGfupcPm7s
hip hop,2K5nCggbhSZ00YCYP5qkZS
pop,2K5nCggbhSZ00YCYP5qkZS
trap,2K5nCggbhSZ00YCYP5qkZS
rap,2K5nCggbhSZ00YCYP5qkZS
hip hop,3egWSWp7Y4FyCKIyvXbw7L
pop,3egWSWp7Y4FyCKIyvXbw7L
pop,7GgpsUpkj3olseoaTY7TEY
pop,11TplWqOPQBTmg2eiSLt1m
pop,1rWg0CyGoCsRYYtpj5NC5P
hip hop,1AgAVqo74e2q4FVvg0xpT7
pop,1AgAVqo74e2q4FVvg0xpT7
trap,1AgAVqo74e2q4FVvg0xpT7
rap,1AgAVqo74e2q4FVvg0xpT7
pop,0EqkKYDK9EkKY5N7zU3FPv
hip hop,6CKch2otN4SPznHf9ms5JF
pop,6CKch2otN4SPznHf9ms5JF
trap,6CKch2otN4SPznHf9ms5JF
rap,6CKch2otN4SPznHf9ms5JF
pop,3AVx3OBPIk4pJQllAXoVs1
hip hop,5f7VJjfbwm532GiveGC0ZK
trap,5f7VJjfbwm532GiveGC0ZK
rap,5f7VJjfbwm532GiveGC0ZK
hip hop,2E6AK3UPEGCvjnzuygCh2h
trap,2E6AK3UPEGCvjnzuygCh2h
rap,2E6AK3UPEGCvjnzuygCh2h
hip hop,6PsQc21YZU7WNfiODG69Qk
rap,6PsQc21YZU7WNfiODG69Qk
hip hop,5SulO4l40qDuV9zUGLZx7n
pop,5SulO4l40qDuV9zUGLZx7n
trap,5SulO4l40qDuV9zUGLZx7n
rap,5SulO4l40qDuV9zUGLZx7n
trap,3LvwPiJQJ0da0GurKMToV0
rap,3LvwPiJQJ0da0GurKMToV0
rap,1UjxAZqzphB1tsMb1aWBj0
hip hop,2R4kNOwHUUsuDYhKsESVbF
pop,3hN3iJMbbBmqBSAMx5veDa
pop,3XTUciJcdix4GkO9YoBdtP
hip hop,23TFHmajVfBtlRx5MXqgoz
pop,23TFHmajVfBtlRx5MXqgoz
trap,23TFHmajVfBtlRx5MXqgoz
rap,23TFHmajVfBtlRx5MXqgoz
pop,06nvjg4wBANK6DCHjqtPNd
pop,0gzwXezN4IUHAwLufA6YcX
hip hop,5FEh6KHK99CyLXp3qFvZFM
rap,5FEh6KHK99CyLXp3qFvZFM
r&b,5FEh6KHK99CyLXp3qFvZFM
pop,4MR6tQyIrWK82b56cYPBDv
hip hop,08ppjXEpROUgrG1X0DEquB
trap,08ppjXEpROUgrG1X0DEquB
rap,08ppjXEpROUgrG1X0DEquB
hip hop,0vAALEhfbmllIOX1t7k5KU
pop,4QvgGvpgzgyUOo8Yp8LDm9
rock,4QvgGvpgzgyUOo8Yp8LDm9
pop,0pWR7TsFhvSCnbmHDjWgrE
pop,0IwZVmMMGE7nNXS7vN9SIo
k-pop,0IwZVmMMGE7nNXS7vN9SIo
pop,6YVMFz59CuY7ngCxTxjpxE
k-pop,6YVMFz59CuY7ngCxTxjpxE
pop,5Vo1hnCRmCM6M4thZCInCj
rock,5Vo1hnCRmCM6M4thZCInCj
pop,6rs1KAoQnFalSqSU4LTh8g
rock,6rs1KAoQnFalSqSU4LTh8g
pop,71UIOLnsacxQHlU55TvfiH
pop,71hQB5jxdNiHk5gzZRhicQ
rock,71hQB5jxdNiHk5gzZRhicQ
pop,63ylN6WBUUxxMsySiDmr0B
pop,2IUl3m1H1EQ7QfNbNWvgru
pop,6wxfx1yhyqjCPYwwxJktR2
pop,0ixzjrK1wkN2zWBXt3VW3W
pop,4SpbR6yFEvexJuaBpgAU5p
k-pop,4SpbR6yFEvexJuaBpgAU5p
rock,6sX1XKgDIiAcVZof0SgWUe
pop,64tJ2EAv1R6UaZqc4iOCyj
pop,36cgvBn0aadzOijnjjwqMN
k-pop,36cgvBn0aadzOijnjjwqMN
pop,0LOK81e9H5lr61HlGGHqwA
k-pop,0LOK81e9H5lr61HlGGHqwA
pop,4UK2Lzi6fBfUi9rpDt6cik
pop,7mvhRvEAHiCTQHUnH7fgnv
pop,1snhtMLeb2DYoMOcVbb8iB
pop,38WbKH6oKAZskBhqDFA8Uj
rock,72owWXEwmyfKq3ajrajPAN
pop,6mEQK9m2krja6X1cfsAjfl
hip hop,5TZ0uM0InXX4LtI8hTsXlv
pop,5TZ0uM0InXX4LtI8hTsXlv
pop,6e7rMLAtwn5YRapc2iHAlG
pop,3JLa8aXwsmX727vtb4bPUi
pop,1e9PC6DAoGYlg0r6Q1VWcI
hip hop,2RntBZZLAjvQxQhOKHHhX9
pop,2RntBZZLAjvQxQhOKHHhX9
rock,7Ln80lUS6He07XvHI8qqHH
hip hop,1nQdZyarkEApwhC24Ftdpk
rap,1nQdZyarkEApwhC24Ftdpk
hip hop,47UTUDCdtoo8P4YQAq9uFr
pop,47UTUDCdtoo8P4YQAq9uFr
pop,7aNi4lXLvcdKjZGIVbzdmu
pop,4CMquFsyU5t2qKaveFHv3B
pop,0Qy71aidwpN3kMH1fG8cJt
pop,5Srmck3vhC1RB1hAhqUk3W
pop,6Z6djJ1zi15vWmODy2Qt08
hip hop,6XlJ3b8DflSGBQmAOd38aj
pop,6XlJ3b8DflSGBQmAOd38aj
funk,1nzIoHG5B7klgAPdwjqRDj
hip hop,7ANOnrs1reQqbI9CGpQCQy
pop,250b0Wlc5Vk0CoUsaCY84M
k-pop,250b0Wlc5Vk0CoUsaCY84M
pop,1pBLC0qVRTB5zVMuteQ9jJ
pop,1bYE7N4miu1B9YOETbsxc4
hip hop,5u6VEc0OwUChkBhYfAcSWS
pop,4GQp7nMuGPcy2EgiWV2GoK
pop,1x6BAYMOuypMaYEDC7cqU7
hip hop,6jAmGa0ssb0T7yCsDCvMvk
pop,7shMk1uQMXeODDEGmbC8IL
hip hop,7Buj3BepqTe1ACFEa8x93l
hip hop,5IxWv5qXFhkzRt91O4i6gU
hip hop,3X4o7qy1ci4qtCVg2AtuXb
hip hop,7u9HzYQPhBC92mdvpzGqu8
hip hop,4qvH4YJ2ESxPSJ2sLMHxM5
hip hop,2kCcBybjl3SAtIcwdWpUe3
rap,2kCcBybjl3SAtIcwdWpUe3
hip hop,15UsOTVnJzReFVN1VCnxy4
rap,15UsOTVnJzReFVN1VCnxy4
pop,5p9HO3XC5P3BLxJs5Mtrhm
pop,4Oa84NTjAiJwpRMRMnMqlY
pop,0CinAWYkte8opxVAPI3nMu
hip hop,3jfKIjYYnAfdUW40Uragnd
pop,3jfKIjYYnAfdUW40Uragnd
pop,17IHT4KW6k85SHKiSAssQt
pop,2YLwIrzSnsbpBMKWzwu6JD
pop,6fuceMe1tElXcrzMaSjdcy
pop,45gxkYJJ7Od6URk57yexCs
pop,7o4wZjVHHWe4gw4oenPmcK
trap,53xjuOkCa7byXggNs2VZOw
rap,53xjuOkCa7byXggNs2VZOw
pop,6jx9UX4W6wVbifcN8U246U
pop,7AczdBjiNUjo4pxVVucvw1
house,7HOmuShc6sajk74rYV7zR2
pop,314gEtVHpWMBWfExBpeBwz
hip hop,0Y2zzjMum7MSOCvI0GNbv5
trap,0Y2zzjMum7MSOCvI0GNbv5
rap,0Y2zzjMum7MSOCvI0GNbv5
pop,56OLtN2Eqc3fMT40ehCj5d
pop,5YGY8feqx7naU7z4HrwZM6
pop,3uSnvyMAFJTm7XkZJFo0xP
pop,1SIocsqdEefUTE6XKGUiVS
k-pop,1SIocsqdEefUTE6XKGUiVS
pop,0zo8fkOQyrawuBfIhy99jb
pop,3c0gDdb9lhnHGFtP4prQpn
k-pop,3c0gDdb9lhnHGFtP4prQpn
pop,7hr9W3IjXcm3UlLY7guLk5
pop,6FTLayBxjkQeanFdUusk1I
pop,70NcAr4ZtA3FAqU16iQZSb
pop,30b9WulBM8sFuBo17nNq9c
k-pop,30b9WulBM8sFuBo17nNq9c
rap,30b9WulBM8sFuBo17nNq9c
pop,4TEK9tIkcoxib4GxT3O4ky
k-pop,4TEK9tIkcoxib4GxT3O4ky
pop,5fS7aONqrIhiw6YzgKVOsd
corrido,0NlNru2YcUz6RbnpYGQz26
urbano latino,4yjm4SvYqC5FFuLbB6TyHr
corrido,7yCGrS6Xh3UngvY6Ad5sMJ
sierreno,7yCGrS6Xh3UngvY6Ad5sMJ
corrido,0T8Ix53aIN4F7aEKj4EnKy
hip hop,4BFLElxtBEdsdwGA1kHTsx
rap,4BFLElxtBEdsdwGA1kHTsx
hip hop,7DBIKXxSh2BMPqSN7UB4rS
trap,7DBIKXxSh2BMPqSN7UB4rS
rap,7DBIKXxSh2BMPqSN7UB4rS
rap,0eLoiWLwWeaHGNkYke5G1k
rap,4PgPJfNYhFaHAV5C5dFhYS
rap,7vg7wkmGzMEM7p2ZkMPHJS
trap,5Et8bRmkENeaA7SPwj1OxL
rap,5Et8bRmkENeaA7SPwj1OxL
rap,7LC7LQ1f1CzaRLobFcblZN
rap,0rqQfmTWtmxzlrNmnruQXS
hip hop,5CtPAGoxpJ4yLJLx6CSrO8
pop,5CtPAGoxpJ4yLJLx6CSrO8
rap,5CtPAGoxpJ4yLJLx6CSrO8
pop,76wDwepIombkHCdm0kas1h
rap,76wDwepIombkHCdm0kas1h
pop,2XgBaGUId4RuYzvXYEKikZ
rap,2XgBaGUId4RuYzvXYEKikZ
rap,2g8Pu5gVtDpkYGsP3RLepJ
drill,5k63RPpkbbyVuufLXS2GTe
pop,3kd62SrugthLOzen7XmzG6
hip hop,1H0D7p5aN8tGG8DPLt0Nbv
pop,1H0D7p5aN8tGG8DPLt0Nbv
rap,1H0D7p5aN8tGG8DPLt0Nbv
pop,3IRAzpoLeNDGv7kqwNK3bp
rap,3IRAzpoLeNDGv7kqwNK3bp
hip hop,0bmKQDkU4J3gUykZS8tb6v
rap,0bmKQDkU4J3gUykZS8tb6v
pop,25eYSizNX4BK5ZtqAq8pE8
trap,6g4L5CJkiMINgAzUQsb7fr
rap,6g4L5CJkiMINgAzUQsb7fr
rap,4vyibjuGePnrB7BzbHkA6u
hip hop,1wAtSe79kItIb9nf5EhI2Q
pop,1wAtSe79kItIb9nf5EhI2Q
rap,1wAtSe79kItIb9nf5EhI2Q
rap,5Do9u0GoN4gFn6Nk8NGDhh
rap,7douYKOyzk9ZRvGFu9UOnm
pop,3898xesz6JuQkpz7Kiu4uM
hip hop,010ZclHHy7BrTO5AQ0xGgn
drill,010ZclHHy7BrTO5AQ0xGgn
hip hop,6uQiTAaIF0UBTED52UMcZp
drill,6uQiTAaIF0UBTED52UMcZp
hip hop,5aR7M98Z0H5SzbGOIfkIQt
pop,5aR7M98Z0H5SzbGOIfkIQt
rap,5aR7M98Z0H5SzbGOIfkIQt
hip hop,2ylIKKdMukkuprCgY4ZDFE
hip hop,6m1LYS5NQonxjOcQFPQOb5
pop,6m1LYS5NQonxjOcQFPQOb5
rap,6m1LYS5NQonxjOcQFPQOb5
hip hop,5GvMLzUp6tMBpaCbr903RN
pop,5GvMLzUp6tMBpaCbr903RN
rap,5GvMLzUp6tMBpaCbr903RN
pop,30mNTnmvPn3HwXA5dW1Iza
rock,30mNTnmvPn3HwXA5dW1Iza
hip hop,70SvhGqakpocD7GxVYnnBC
pop,70SvhGqakpocD7GxVYnnBC
rap,70SvhGqakpocD7GxVYnnBC
drill,70SvhGqakpocD7GxVYnnBC
hip hop,0Kwf0zcciIFGLCKiqNcO6Q
pop,0Kwf0zcciIFGLCKiqNcO6Q
rap,0Kwf0zcciIFGLCKiqNcO6Q
pop,0uBVyPbLZRDNEBiA4fZUlp
pop,1zT9SWCzN45r7oVhy0VYLK
pop,2YkP9pfIZ6hJKeuppuz8qT
rap,2YkP9pfIZ6hJKeuppuz8qT
hip hop,6zEaCvF0CqEHs7kFyBkLHi
hip hop,5adKMaYrGOMyOfnbiLPuHg
pop,5adKMaYrGOMyOfnbiLPuHg
rap,5adKMaYrGOMyOfnbiLPuHg
pop,7bTUZU8QavxiW0GtvEVP0M
rap,7bTUZU8QavxiW0GtvEVP0M
drill,7bTUZU8QavxiW0GtvEVP0M
hip hop,3Ptyea6E1lJgg6W64f0OQa
pop,3Ptyea6E1lJgg6W64f0OQa
rap,3Ptyea6E1lJgg6W64f0OQa
hip hop,0MSYpagcvnSP2o91Ji2OCw
pop,0MSYpagcvnSP2o91Ji2OCw
rap,0MSYpagcvnSP2o91Ji2OCw
hip hop,3AlRiyjMywTVNzTcHbf9QT
pop,3AlRiyjMywTVNzTcHbf9QT
rap,3AlRiyjMywTVNzTcHbf9QT
hip hop,5yDkaiPTFbHGWCMXAEBt5Q
hip hop,5qeFPM2PZUCzcpkY4e4RC8
country,3IYUhFvPQItj6xySrBmZkd
rock,3IYUhFvPQItj6xySrBmZkd
funk,0L8ExT028jH3ddEcZwqJJ5
rock,0L8ExT028jH3ddEcZwqJJ5
rock,7ohlPA8dRBtCf92zaZCaaB
country,39T6qqI0jDtSWWioX8eGJz
rock,39T6qqI0jDtSWWioX8eGJz
country,4YLtscXsxbVgi031ovDDdh
pop,0UWZUmn7sybxMCqrw9tGa7
rock,0UWZUmn7sybxMCqrw9tGa7
hip hop,7lKk7yXNockkDjhb1GCeOy
pop,7lKk7yXNockkDjhb1GCeOy
trap,7lKk7yXNockkDjhb1GCeOy
rap,7lKk7yXNockkDjhb1GCeOy
drill,7lKk7yXNockkDjhb1GCeOy
pop,0elSJZFrHnayc7AUCkbWAl
rap,0elSJZFrHnayc7AUCkbWAl
hip hop,0TW5M8RYADmgeCP1q523hf
pop,0TW5M8RYADmgeCP1q523hf
rap,0TW5M8RYADmgeCP1q523hf
pop,6Lu4e8FvAWcp1S5BVoDLjJ
rap,6Lu4e8FvAWcp1S5BVoDLjJ
pop,5N9d9BMxodykFktDttHERD
rap,5N9d9BMxodykFktDttHERD
hip hop,3scNK8e4mqnP6Rb8a3lwZY
pop,3scNK8e4mqnP6Rb8a3lwZY
hip hop,1nCZUpBIcyOxufOx0lPeIW
pop,1nCZUpBIcyOxufOx0lPeIW
pop,1Bz46nDCMO1UOKp9GJjL92
hip hop,6gIqKYKRmltKfkTnxhMv8V
hip hop,1n6pjRJkTY5v8RtUCAv5pi
hip hop,6QoCrBHsojKnOrsGNfRcTN
pop,6QoCrBHsojKnOrsGNfRcTN
hip hop,69xcFpmqTOmFNOL08Bxyci
pop,5Us2dsq4VHlfLbKOrskg7K
pop,47SaOSOqcrxSJNZUuqpLuu
hip hop,5DHi2MeoRgAwPE0A0qwRMl
pop,5DHi2MeoRgAwPE0A0qwRMl
pop,0OS0NZnK7TGIAWx8MkWNFN
hip hop,7frYUe4C7A42uZqCzD34Y4
pop,7frYUe4C7A42uZqCzD34Y4
hip hop,7hHDO4bJGlEaEHlY2lj1eZ
pop,7hHDO4bJGlEaEHlY2lj1eZ
pop,4qjiRRFcM4WZ0aJ3IHdWPN
hip hop,5mWQT8CLTa4mAQAJdFjHb1
pop,5mWQT8CLTa4mAQAJdFjHb1
pop,01pFDtbY3k5uOmy0Pbg93C
pop,3R1penrqtuKNTeWABjKT5N
pop,54BjV0qctcWp8xOip7uaJD
hip hop,1yMP2gzEFgUkib4khXN6hi
rap,1yMP2gzEFgUkib4khXN6hi
hip hop,01PyusFVbXgoD5Kl1mR8CC
hip hop,3mGW1eoqwNtCxd8R3hIOM5
rock,3atMq790wQ7IqjeSO0HFeP
pop,71DQO8pgnTwS3lNCq0cDcr
pop,5A0VwTrVvV03LMeBZYT99d
pop,6oYwraA8pyfDH4Otny6ooZ
pop,6g6DtbtyBi3Ir0mxiDlouJ
pop,4ebruhG8pei8qFQOfNxxLs
pop,57GVeZvmrO7oCLm0Uacrjy
pop,77ziqFxp5gaInVrF2lj4ht
trap,77ziqFxp5gaInVrF2lj4ht
rap,77ziqFxp5gaInVrF2lj4ht
urbano latino,77ziqFxp5gaInVrF2lj4ht
pop,1i8SpTcr7yvPOmcqrbnVXY
trap,1i8SpTcr7yvPOmcqrbnVXY
rap,1i8SpTcr7yvPOmcqrbnVXY
urbano latino,1i8SpTcr7yvPOmcqrbnVXY
pop,5H1nN1SzW0qNeUEZvuXjAj
trap,5H1nN1SzW0qNeUEZvuXjAj
rap,5H1nN1SzW0qNeUEZvuXjAj
urbano latino,5H1nN1SzW0qNeUEZvuXjAj
pop,0ghH5fsPlkf2XIALKJNSsb
trap,2R21vXR83lH98kGeO99Y66
rap,2R21vXR83lH98kGeO99Y66
urbano latino,2R21vXR83lH98kGeO99Y66
hip hop,4VMYDCV2IEDYJArk749S6m
trap,4VMYDCV2IEDYJArk749S6m
rap,4VMYDCV2IEDYJArk749S6m
urbano latino,4VMYDCV2IEDYJArk749S6m
urbano latino,21451j1KhjAiaYKflxBjr1
trap,329e4yvIujISKGKz1BZZbO
rap,329e4yvIujISKGKz1BZZbO
urbano latino,329e4yvIujISKGKz1BZZbO
urbano latino,3E6xrwgnVfYCrCs0ePERDz
trap,52iwsT98xCoGgiGntTiR7K
rap,52iwsT98xCoGgiGntTiR7K
urbano latino,52iwsT98xCoGgiGntTiR7K
cumbia,1WUEWZGTvX4AjC2y5PoSDd
pop,2fuu7gBnfDhgJNt1Yr4ERu
hip hop,0WleeEe3UurwlNbDGhb5Yz
rap,0WleeEe3UurwlNbDGhb5Yz
r&b,0WleeEe3UurwlNbDGhb5Yz
pop,7uDdl5V5AETSFY7K3muu22
pop,61nn6nOoLWjVC1ER2qFAvN
rock,1hMAGfvamVXuSWBFQRFMeq
hip hop,2WzWSpOB41g3gb78Raj6RK
rap,2WzWSpOB41g3gb78Raj6RK
rap,3Y7RZ31TRPVadSFVy1o8os
r&b,3Y7RZ31TRPVadSFVy1o8os
pop,3AQRLZ9PuTAozP28Skbq8V
rock,3AQRLZ9PuTAozP28Skbq8V
hip hop,57yOAX6apIrclpBG736Uy2
rap,57yOAX6apIrclpBG736Uy2
pop,0DpLoyGVbhOHNR3ht2oO9y
pop,7dFzqx2qyelGPiBKmdSEOT
r&b,24fEOzlKhgSNLIcy9NdmwH
pop,4Rxn7Im3LGfyRkY2FlHhWi
pop,0NIIxcxNHmOoyBx03SfTCD
r&b,0NIIxcxNHmOoyBx03SfTCD
hip hop,0MIG6gMcQTSvFbKvUwK0id
trap,0MIG6gMcQTSvFbKvUwK0id
rap,0MIG6gMcQTSvFbKvUwK0id
rap,7GsITNaWwtgl2FCpmNdxcH
drill,7GsITNaWwtgl2FCpmNdxcH
pop,6Lf4vAUaFUR2jAsybC7cGV
hip hop,2IHoZ3RrDJIikMRsYgHjhy
trap,2IHoZ3RrDJIikMRsYgHjhy
rap,2IHoZ3RrDJIikMRsYgHjhy
pop,4QYitR7yrCaf5CLQ09hX1m
hip hop,0Wi2fADbhwXlPUWxBmzo99
pop,2Qk1uZpDnwDozHdxmB0dDx
hip hop,56VhOZOF6hwqrbNYwkmcsH
trap,56VhOZOF6hwqrbNYwkmcsH
rap,56VhOZOF6hwqrbNYwkmcsH
pop,0TMvoNR0AIJV138mHY6jdE
hip hop,2FtYzWBUVhZ2vfy8S207Zf
hip hop,6HdxibJzoNkDUUDHagx3Ko
hip hop,2GzZAv52VCMdVli7QzkteT
trap,2GzZAv52VCMdVli7QzkteT
rap,2GzZAv52VCMdVli7QzkteT
hip hop,7BIHYaTeyOxOKV7EyHF0Z4
hip hop,5ic8bWWvZHWf0dDBi9ThNk
pop,5ic8bWWvZHWf0dDBi9ThNk
rap,1PFMCqDezh9wVkmmWZlv16
hip hop,19zuiWthJYU6FCqnV4mJYC
hip hop,2dLhpezBEgAELn73fiMEak
hip hop,1T4HxOYolAEb5PadIVKdWZ
hip hop,0WDJa0qnagyOnMaiD26wht
trap,0WDJa0qnagyOnMaiD26wht
rap,0WDJa0qnagyOnMaiD26wht
pop,3cBLJizprytrMpuFbnRnaE
pop,75wMNgYkzacOI08FN7BaG0
hip hop,3bS0MLzGAoO6lLUy7gguHY
hip hop,1fZAAHNWdSM5gqbi9o5iEA
trap,1fZAAHNWdSM5gqbi9o5iEA
rap,1fZAAHNWdSM5gqbi9o5iEA
pop,7FauNoLr3HWvWfsaBlFPhs
hip hop,3gm9b6AeMf2eGQTLashkDt
trap,3gm9b6AeMf2eGQTLashkDt
rap,3gm9b6AeMf2eGQTLashkDt
hip hop,1oxn6cQ37twQ7yGnlE3ETd
pop,3ClL18AtCAPwXVT6mUkBDN
hip hop,1silJqJQfrrZNFvWWjAyhh
pop,5RwiBwEEW5dOXGUlEVA0LT
rap,5RwiBwEEW5dOXGUlEVA0LT
hip hop,37Pprth5H294i7rSnIkVVV
hip hop,0iBTVnJ1Sff92zCDujfvyJ
pop,0iBTVnJ1Sff92zCDujfvyJ
hip hop,1efYxTvCNTpqYqfiEsxawq
hip hop,7uWyXPJ04ihdQdYGGw3xVV
hip hop,16TsNPlesuA1R9kPLS6nta
trap,16TsNPlesuA1R9kPLS6nta
rap,16TsNPlesuA1R9kPLS6nta
hip hop,5qgkVkdZIIBHLdnrpa3w3s
hip hop,5k96hVqrpJoo0zmlVggVzv
pop,3gQDpnU208VW54WF9EMsuw
drill,7li6R0hKFXu7496e0Yialv
hip hop,1Kjs5u8GQf6zCFdTj6SI9E
trap,1Kjs5u8GQf6zCFdTj6SI9E
rap,1Kjs5u8GQf6zCFdTj6SI9E
drill,1Kjs5u8GQf6zCFdTj6SI9E
hip hop,3bSbo5ZCbrTle7S2q8nqf8
rap,3bSbo5ZCbrTle7S2q8nqf8
pop,66NiiFgb74HLBN1A5ylO5t
rap,66NiiFgb74HLBN1A5ylO5t
pop,0tdKRrbItnLj40yUFi23jx
hip hop,7v49oVVUhvIQG5EK0jkcF7
pop,2TRVhYMkHV4jwB92R3McaS
hip hop,28WXX79U4jzq1kfjx5QXPy
hip hop,6EjCs0fSiq0HvAbCzIPeq1
trap,6yTJ8tQyoUxgf6aqbpsXhQ
rap,6yTJ8tQyoUxgf6aqbpsXhQ
trap,5BUJV1dbGNb61hYPK6rhtM
rap,5BUJV1dbGNb61hYPK6rhtM
trap,3E7XNzGG6qqnjwV9nOCxQM
rap,3E7XNzGG6qqnjwV9nOCxQM
trap,6ocuMBOl5OFS3AViv3DnG6
rap,6ocuMBOl5OFS3AViv3DnG6
trap,5tXxrzPQRZ7UK2cAQNSQW2
rap,5tXxrzPQRZ7UK2cAQNSQW2
trap,5ChWT8CfHjk2PnRG70ZgWV
rap,5ChWT8CfHjk2PnRG70ZgWV
pop,2S3C9sCcaSXmGzH4dVoiHF
trap,1fYKCWegShlSGe4yATnpdp
rap,1fYKCWegShlSGe4yATnpdp
trap,040gmk9Wd9sKXx199imiSM
rap,040gmk9Wd9sKXx199imiSM
pop,5ZBJ4rLeQx0IEN3ut3O1fC
trap,0yjc2FN5zju7xyuJsTfGkh
rap,0yjc2FN5zju7xyuJsTfGkh
trap,5dJZz1wDTaRM9UBo1AODI2
rap,5dJZz1wDTaRM9UBo1AODI2
trap,6dKPNkSEQOrRRvZz63Y47F
rap,6dKPNkSEQOrRRvZz63Y47F
funk,2vPnS0IpayC2RVFuQA08R4
funk,1Sdc6ySbIvzO0X9vbyHzWm
rap,4Ga1P7PMIsmqEZqhYZQgDo
r&b,3pc0bOVB5whxmD50W79wwO
pop,6fOqdhRNsMQqtwRwgo3NUv
pop,6RHTUrRF63xao58xh9FXYJ
k-pop,6RHTUrRF63xao58xh9FXYJ
pop,1Cs0zKBU1kc0i8ypK3B9ai
pop,6Ff53KvcvAj5U7Z1vojB5o
pop,2elBjNSdBE2Y3f0j1mjrql
hip hop,0lf8LVkrjg9GudchoppC5q
trap,0lf8LVkrjg9GudchoppC5q
rap,0lf8LVkrjg9GudchoppC5q
hip hop,5TUkb2q1sX3DiWtwBPHErg
trap,5TUkb2q1sX3DiWtwBPHErg
rap,5TUkb2q1sX3DiWtwBPHErg
hip hop,7vdksiaT0UGPpZgCCPCKrU
drill,7vdksiaT0UGPpZgCCPCKrU
hip hop,4eWCc0DOwhdz3GHxlSnYE1
hip hop,5QLfxY8Phcamadzx1r79ck
trap,5QLfxY8Phcamadzx1r79ck
rap,5QLfxY8Phcamadzx1r79ck
amapiano,1bNjWBFWsAAzZSR59lRdpR
amapiano,2mF7ygWz9oyJ3L6ZPWlZVH
amapiano,0mMqD2uqwvCjFvlzo6ayGi
amapiano,6WQFTzqYHmh8Ph2X0L0QLQ
house,5kwZB1xNLgB3lln1JGS2B9
amapiano,2GJMSZ7M3D0KyyKRhYgWju
house,0fs9otT9TtwXUOcFXZomZY
pop,3flcjKgRCeBVZTR8n8iShE
amapiano,13TUuvzi6FAkiA5F9MiYF8
pop,2SuwWqS2g4w2GSE4lxD1UM
pop,5ln4EWpJqQZEWXAlSNTtVz
amapiano,6k8odn7NzzTT4K3NBNtsfV
amapiano,1YO25RWxpZ2Pvg82Bs4ING
amapiano,5MJ5f1XKD9yu7aWfG8OGjz
pop,4RfOLIFy2xEmlWzXEVmLJn
amapiano,2iN5MhOgkenO5FtkPtEVAF
amapiano,4AnNB3lPD0Sv7ziKVHqI66
house,523y9KSneKh6APd1hKxLuF
hip hop,6sNKQgLUy4LVNEX3r1kG1A
pop,6sNKQgLUy4LVNEX3r1kG1A
rap,6sNKQgLUy4LVNEX3r1kG1A
amapiano,5m5lgddffBHA2pv0m5E2Ro
amapiano,1W5wfiEUdPebJdwmyglKP4
hip hop,3Px6IenueysHsgCQf9xFVr
pop,3Px6IenueysHsgCQf9xFVr
rap,3Px6IenueysHsgCQf9xFVr
amapiano,1ELUrmWBlXkqVabjVincQ6
amapiano,5vFGtc23dtvt3f7FSK7vtg
amapiano,6Wqpl1YTjgy5TiTluzFzjx
trap,0sN5oRkFliiyjSNqPIEjML
rap,0sN5oRkFliiyjSNqPIEjML
